"","cluster","gene","avg_log2FC_vs_full_dataset","p_val","p_val_corrected","pct_of_cells_in_cluster_expressing_gene","pct_of_cells_in_dataset_expressing_gene"
"1","SC","Gng11",2.57730977973651,1.13230327669934e-263,2.42414808508561e-259,0.982,0.362
"2","SC","Ttc9",1.7530772064593,8.29398467413435e-166,1.77565917888542e-161,0.817,0.063
"3","SC","Lrg1",2.03560612210723,4.23897460700273e-159,9.07522073613214e-155,0.881,0.014
"4","SC","Galnt1",1.41226042079963,6.5662623342493e-153,1.40577110313943e-148,0.789,0.23
"5","SC","Cdh5",2.20866305875166,5.38818223981204e-151,1.15355593572136e-146,0.982,0.034
"6","SC","Ecscr",1.97248938659427,1.7738754342818e-149,3.79768991725391e-145,0.963,0.053
"7","SC","Pecam1",1.92615035253977,1.54951521562846e-138,3.31735712513898e-134,0.945,0.037
"8","SC","Nupr1",2.41121792735863,5.31237139434874e-137,1.13732559181612e-132,0.982,0.477
"9","SC","Plvap",1.72636076544867,1.28421787905606e-126,2.74938205727111e-122,0.982,0.059
"10","SC","Selp",2.87781202732748,2.07663500346462e-126,4.44586787891741e-122,0.789,0.025
"11","SC","Cldn5",2.67855039052588,3.67075695956263e-126,7.85872357472764e-122,0.899,0.04
"12","SC","Npnt",1.6017242735655,7.82686440796023e-125,1.67565340110021e-120,0.615,0.084
"13","SC","Rasip1",1.37412334345609,2.93634036594064e-121,6.28641108944231e-117,0.844,0.028
"14","SC","AA467197",1.59354115723938,3.1306588284053e-121,6.70242748573291e-117,0.734,0.018
"15","SC","Ctla2a",2.18064501656761,6.8654989048576e-118,1.46983466054096e-113,0.917,0.048
"16","SC","Ccl21a",3.92422746065193,7.33787337681365e-116,1.57096531124203e-111,0.505,0.002
"17","SC","Trp53i11",1.51432910811182,1.57372365379266e-114,3.36918497040471e-110,0.761,0.088
"18","SC","Gimap6",1.41156858014693,1.13072672592877e-112,2.42077284754091e-108,0.817,0.031
"19","SC","Adgrl4",1.08107593888865,2.46482306157955e-111,5.27693969253565e-107,0.734,0.026
"20","SC","Ptprb",1.23332515834266,5.39219376320791e-107,1.15441476276518e-102,0.798,0.031
"21","SC","Fkbp1a",1.2679815694569,1.75725227337146e-103,3.76210139206096e-99,0.963,0.674
"22","SC","Egfl7",1.68384730821183,2.5500337837937e-99,5.45936732772393e-95,0.872,0.059
"23","SC","Kdr",1.14396185324384,2.652961315336e-99,5.67972488000285e-95,0.771,0.034
"24","SC","Pgf",2.25744701004296,9.91651291955567e-99,2.12302625094767e-94,0.752,0.126
"25","SC","Palmd",1.28587556447679,6.10960953629548e-98,1.3080063056255e-93,0.771,0.079
"26","SC","Gbp4",1.68496232863173,1.09060877170543e-97,2.33488431934416e-93,0.761,0.048
"27","SC","Ackr2",1.13494610481078,1.20098716424203e-92,2.57119341992576e-88,0.587,0.013
"28","SC","Bcl6b",0.963600524064312,1.01913872399078e-91,2.18187409419186e-87,0.615,0.014
"29","SC","S1pr1",1.51524205720107,4.53166995478897e-91,9.7018522062077e-87,0.872,0.093
"30","SC","Sox18",1.3004256516988,1.27459270072201e-89,2.72877551297574e-85,0.642,0.018
"31","SC","Pdgfa",1.71060089208155,4.18975464843499e-89,8.96984572683447e-85,0.917,0.386
"32","SC","Clec2d",1.5065867386488,1.86916414764616e-88,4.00169352369567e-84,0.963,0.446
"33","SC","Adgrg1",1.19026077220838,2.33106889023216e-87,4.99058538709803e-83,0.752,0.049
"34","SC","Adgrf5",1.17726997068308,3.25303111576004e-86,6.96441431573067e-82,0.725,0.036
"35","SC","Mmrn2",0.958606419849143,6.50118807570855e-86,1.39183935512844e-81,0.642,0.023
"36","SC","Serpine1",1.91339821287197,6.91559241967564e-84,1.48055918112836e-79,0.881,0.246
"37","SC","Grrp1",1.21896218746582,1.19642970931277e-83,2.56143636466771e-79,0.624,0.021
"38","SC","Eif4ebp1",1.26393766267529,2.44448292534012e-82,5.23339349486065e-78,0.936,0.517
"39","SC","Emcn",1.56056503356649,3.07093660039425e-82,6.57456816778405e-78,0.972,0.195
"40","SC","N4bp3",1.08058633659961,2.50296767932143e-80,5.35860350465925e-76,0.761,0.115
"41","SC","Samd9l",1.25752151935805,1.63380027527379e-78,3.49780300933365e-74,0.853,0.264
"42","SC","Cgnl1",1.13843686315757,8.18094032793373e-78,1.75145751480733e-73,0.688,0.11
"43","SC","Map4k4",1.13337884306101,5.09663697395539e-77,1.09113900975411e-72,0.899,0.436
"44","SC","Slco2a1",1.19908839086699,1.65631683672245e-76,3.5460087157391e-72,0.642,0.047
"45","SC","Gbp9",0.998412145816399,1.30026498399517e-73,2.78373730423525e-69,0.651,0.036
"46","SC","Rgs16",1.74688133024656,1.01651657837292e-72,2.17626034263858e-68,0.798,0.106
"47","SC","Gngt2",1.02260046808716,1.0916489342796e-71,2.33711120339919e-67,0.752,0.065
"48","SC","Ppfibp1",1.08454485321036,1.69505702897453e-71,3.62894759333158e-67,0.862,0.414
"49","SC","Sash1",1.21498963297646,2.33826062091038e-71,5.00598216330704e-67,0.817,0.296
"50","SC","Rab11a",1.0281530593816,2.81909754492095e-69,6.03540593392126e-65,0.881,0.412
"51","SC","Nrp2",1.13276286726288,1.5708240561217e-68,3.36297722175094e-64,0.927,0.48
"52","SC","Nfat5",1.01431476987801,1.91269293946786e-66,4.09488431410674e-62,0.927,0.501
"53","SC","Ralb",1.10662587278947,2.08945744649181e-65,4.47331944719431e-61,0.807,0.253
"54","SC","Cd93",1.14515723522581,3.3868951095492e-64,7.25100374003388e-60,0.651,0.047
"55","SC","Abcg2",1.01997856433242,7.41081495202332e-64,1.58658137307867e-59,0.771,0.123
"56","SC","Slfn5",1.35698298599387,2.31913357899371e-63,4.96503307926762e-59,0.817,0.161
"57","SC","Psmd1",1.03722179627931,3.7773918230391e-63,8.08701815394441e-59,0.807,0.415
"58","SC","Dab2",1.29772396375409,5.21987589080201e-63,1.1175232294618e-58,0.899,0.343
"59","SC","Calcrl",1.04917500094276,6.57896042739468e-62,1.40848963790093e-57,0.771,0.11
"60","SC","Tfpi2",1.70521129851152,7.45349371226213e-62,1.5957184688582e-57,0.798,0.118
"61","SC","Flt1",1.11476443435543,1.52461398419798e-61,3.26404607876945e-57,0.771,0.095
"62","SC","Tcf4",1.12892004996236,4.37850922024347e-61,9.37395038961924e-57,0.954,0.479
"63","SC","Sele",1.02311910479823,1.4485858310702e-60,3.10127740573819e-56,0.45,0.012
"64","SC","Fxyd6",1.44999405041481,8.60984106541405e-60,1.84328087369449e-55,0.862,0.343
"65","SC","Mef2a",1.03608594948457,1.24011150774771e-59,2.65495472693707e-55,0.881,0.468
"66","SC","Iigp1",1.50347328135759,3.83599728655937e-59,8.21248659079495e-55,0.936,0.311
"67","SC","Ptpn1",1.0091362044129,1.51036815417569e-58,3.23354718127474e-54,0.899,0.595
"68","SC","Nedd9",1.15173621005247,2.15131581390831e-58,4.60575202599629e-54,0.862,0.33
"69","SC","Cd34",1.02332293273871,3.09149415982291e-57,6.61857984676487e-53,0.78,0.113
"70","SC","Upp1",1.18305316393511,7.04630191793508e-55,1.50854277761072e-50,0.743,0.11
"71","SC","Gbp7",1.11724197056886,1.40202005761845e-54,3.00158474135534e-50,0.798,0.263
"72","SC","Pkig",0.979146171934677,3.4685714496722e-53,7.4258646166032e-49,0.853,0.387
"73","SC","Clic4",0.961283667229335,9.58441800409576e-53,2.05192805049686e-48,1,0.806
"74","SC","Pcp4l1",1.07455345355293,3.94751853473e-52,8.45124243100345e-48,0.743,0.111
"75","SC","Msn",0.957417499137908,8.46522009641218e-51,1.81231897044088e-46,0.917,0.534
"76","SC","Cdkn1a",1.03798167878087,2.99138175007837e-50,6.40424918874278e-46,0.991,0.849
"77","SC","Inhbb",0.952858172872062,7.39921237035999e-50,1.58409737637037e-45,0.505,0.032
"78","SC","Dusp6",1.04175268366364,9.25202582808337e-50,1.98076620953437e-45,0.734,0.195
"79","SC","Arhgap29",1.04611243662351,3.00582998636984e-49,6.43518141781918e-45,0.826,0.265
"80","SC","Ramp2",0.999541435125793,4.4708221185708e-48,9.57158307364822e-44,0.78,0.156
"81","SC","Psmb8",1.00182777660471,6.84910611426602e-48,1.46632512800321e-43,0.899,0.404
"82","SC","Tgm2",1.10242103163518,6.72350022004884e-47,1.43943416211026e-42,0.862,0.301
"83","SC","Plpp3",1.07036560740052,6.97336821257548e-47,1.49292840063028e-42,0.991,0.505
"84","SC","Mast4",1.01819275516871,3.78280046372018e-46,8.09859751277854e-42,0.844,0.316
"85","SC","Arhgap31",1.14049660741614,1.20728463775463e-45,2.58467568096889e-41,0.789,0.245
"86","SC","Parp14",0.962689814279694,8.7040126163635e-45,1.86344206103726e-40,0.899,0.351
"87","SC","Rnd1",1.12185545525045,1.49959446013967e-44,3.21048177971301e-40,0.523,0.061
"88","SC","Eng",1.00133108087962,7.64975384143427e-44,1.63773579991266e-39,0.862,0.313
"89","SC","Cp",0.975562009644895,5.17303403302913e-43,1.10749485613121e-38,0.734,0.18
"90","SC","Gbp2",1.2757666095586,6.20343133939269e-43,1.32809261545058e-38,0.899,0.449
"91","SC","Arl4a",1.18442067129837,1.81741394056814e-41,3.89090150536233e-37,0.899,0.548
"92","SC","Sox4",1.28759223609467,2.23482461922331e-40,4.78453602729518e-36,0.761,0.264
"93","SC","Tm4sf1",1.11352330701337,3.10032462895101e-39,6.63748499812122e-35,1,0.707
"94","SC","Igtp",1.00889515759855,7.3863728789235e-38,1.58134856964873e-33,0.826,0.346
"95","SC","Chst2",0.985982378165055,6.42202650416274e-36,1.3748916542762e-31,0.771,0.229
"96","SC","Ly6e",0.98437854963311,6.74868630510694e-36,1.44482625106034e-31,0.679,0.211
"97","SC","Maf",0.962847896906078,2.36400783970557e-34,5.06110438402565e-30,0.523,0.161
"98","SC","Pfkfb3",1.02343045070569,2.56481417075872e-32,5.49101065817735e-28,0.725,0.259
"99","SC","Tcim",1.07759606877591,3.90986964835161e-24,8.37063993015596e-20,0.697,0.248
"100","SC","Akap12",0.964265938164255,1.2214672073252e-12,2.61503914416251e-08,0.67,0.349
"101","LEC","Mmrn1",3.02116097667645,6.01213065396345e-18,1.28713705170703e-13,1,0.004
"102","LEC","Lars2",2.6060168233849,3.20859043689804e-15,6.86927126635502e-11,0.75,0.255
"103","LEC","Lyve1",2.74234649666947,8.35253823217157e-13,1.78819491012561e-08,1,0.006
"104","LEC","Ccl21a",5.74867165744503,1.60757535130913e-11,3.44165806961773e-07,1,0.004
"105","LEC","Cbfa2t3",1.69743772162193,6.77333362656092e-10,1.45010299611043e-05,1,0.02
"106","LEC","Megf6",1.3765367770868,3.77859527294105e-09,8.08959461983949e-05,0.5,0.025
"107","LEC","Cavin2",1.97506389850536,3.17926398231621e-08,0.000680648625974078,1,0.069
"108","LEC","Gm1673",1.42231499477792,1.01653926190913e-07,0.00217630890582127,0.5,0.183
"109","LEC","Abca3",1.32952218382064,1.31499469666412e-07,0.0028152721460882,0.5,0.065
"110","LEC","Nfat5",1.52635734719104,1.3974024444666e-07,0.00299169889335855,1,0.503
"111","LEC","Ttc4",1.32447468982596,1.64162697393532e-07,0.00351455918849813,0.5,0.069
"112","LEC","Grap",1.78106220686855,1.98289445531954e-07,0.0042451787393936,1,0.028
"113","LEC","Nxn",1.65058422109317,2.1030994392571e-07,0.00450252558950552,1,0.13
"114","LEC","Man2b2",1.25941190414715,2.29853647350351e-07,0.00492093673612367,0.5,0.114
"115","LEC","Cinp",1.27691818018765,2.85807460500039e-07,0.00611885192184532,0.5,0.112
"116","LEC","Sox18",1.72664877656789,3.11417675574685e-07,0.00666714101637843,1,0.021
"117","LEC","Cyp4f13",1.32267974470354,3.63078713057108e-07,0.00777315216783963,0.5,0.071
"118","LEC","Gpm6a",1.73554219603308,4.43025210901633e-07,0.00948472674019306,1,0.061
"119","LEC","Srd5a3",1.27458278522238,5.56239446395902e-07,0.0119085303078899,0.5,0.109
"120","LEC","Rassf9",1.38723358563491,9.69920395158389e-07,0.0207650257399459,0.5,0.016
"121","LEC","Reln",1.92580956793366,1.02617755438135e-06,0.0219694352617503,0.75,0.017
"122","LEC","Gng11",1.92883568524749,1.64864897823513e-06,0.0352959259750359,1,0.365
"123","LEC","Sgk3",1.2124138816947,1.98978682335993e-06,0.0425993461013127,0.5,0.124
"124","LEC","Ecscr",2.0803136921503,2.07778610464554e-06,0.0444833227143563,1,0.058
"125","LEC","Tbx1",1.70726473692414,2.30240868739214e-06,0.0492922675883783,0.75,0.028
"126","LEC","Cracr2b",1.38373568766795,2.87390880756694e-06,0.0615275136612007,0.75,0.055
"127","LEC","Galnt1",1.41633660209616,3.70666911563683e-06,0.0793560790966689,0.75,0.233
"128","LEC","Sdccag3",1.28575655290449,4.0286075495011e-06,0.0862484590272691,0.75,0.209
"129","LEC","Adgrg3",1.20825171657049,4.15971666125877e-06,0.0890553740008891,0.75,0.013
"130","LEC","Cldn5",2.5200290404304,4.94914889790245e-06,0.105956328755194,1,0.044
"131","LEC","Hmcn1",1.62656252123618,5.20319371333309e-06,0.111395174208748,0.5,0.152
"132","LEC","Gucy1a1",1.88409542219764,6.33731356033249e-06,0.135675546013158,0.5,0.114
"133","LEC","Stab1",1.72460192244025,6.51975517974893e-06,0.139581438643245,0.75,0.055
"134","LEC","Aplp2",1.29931323218519,6.93060642992448e-06,0.148377353058253,1,0.741
"135","LEC","4930503L19Rik",1.32978073809713,7.3785528660278e-06,0.157967438308789,0.5,0.047
"136","LEC","Nsg1",1.43055847807241,9.32097876592851e-06,0.199552834399763,0.5,0.141
"137","LEC","Plscr3",1.26989898874012,9.58999243096977e-06,0.205312147954632,0.75,0.179
"138","LEC","Ephb4",1.37051541572574,1.08586768085153e-05,0.232473411793504,0.75,0.059
"139","LEC","Vdac3",1.29303206966067,1.25327375926289e-05,0.268313379120593,1,0.587
"140","LEC","Ahnak2",1.40843995336322,1.557079476816e-05,0.333355145191538,0.5,0.19
"141","LEC","Scn1b",1.60504933440427,1.95399518036809e-05,0.418330828165004,0.75,0.281
"142","LEC","Egfl7",1.61310792811217,2.98576056339773e-05,0.63922147901782,1,0.063
"143","LEC","Mrpl15",1.23620030692927,3.28912652715215e-05,0.704169098198005,0.75,0.198
"144","LEC","Ushbp1",1.40977182176748,3.41411916160235e-05,0.730928771307446,0.5,0.008
"145","LEC","Stc2",1.50146643102093,3.69151521420661e-05,0.790316492209492,0.5,0.01
"146","LEC","Flt4",1.50400612759374,4.33861398908394e-05,0.92885386892298,0.5,0.025
"147","LEC","Tia1",1.20871225895284,4.62504762527898e-05,0.990176446095976,0.5,0.137
"148","LEC","Nfatc1",1.39146606091305,4.98789169111867e-05,1,0.5,0.169
"149","LEC","Nqo1",1.19246579111273,5.60521632633188e-05,1,0.75,0.062
"150","LEC","Lmo2",1.3544318006456,7.02133329981859e-05,1,1,0.087
"151","LEC","Zc3h13",1.13195005425638,8.87800373850107e-05,1,0.5,0.196
"152","LEC","Prcc",1.18964417256696,9.04613982223381e-05,1,0.75,0.088
"153","LEC","Nr3c2",1.14515685215245,0.00013487984989522,1,0.5,0.036
"154","LEC","Nts",2.48137867509513,0.000201979636433848,1,0.5,0.003
"155","LEC","Ackr2",1.37839778779663,0.000214539928938796,1,0.5,0.016
"156","LEC","Rwdd1",1.21942822223159,0.000215766189332884,1,1,0.473
"157","LEC","Smg6",1.27155481180744,0.000220212584992323,1,0.75,0.144
"158","LEC","Gimap5",1.3754312738622,0.000263648681616054,1,0.5,0.014
"159","LEC","Fgl2",1.98139309167074,0.000282902210961899,1,1,0.313
"160","LEC","Rasip1",1.46615138984085,0.000379770061753108,1,0.75,0.032
"161","LEC","Utrn",1.1825572065709,0.000439767686471338,1,1,0.294
"162","LEC","Crk",1.11393615250999,0.000444345169680841,1,1,0.332
"163","LEC","Txnip",1.65925618176981,0.000452726418373001,1,1,0.168
"164","LEC","Cdh5",1.27756389262766,0.000489314032850073,1,0.75,0.039
"165","LEC","Cxxc5",1.21141857827154,0.000506428450655309,1,0.75,0.155
"166","LEC","Gimap4",1.47497582648949,0.000511209326269961,1,0.5,0.017
"167","LEC","Sema6a",1.39103385873559,0.000539719343786181,1,0.5,0.063
"168","LEC","Kdr",1.19165318395352,0.000575184754860382,1,0.75,0.038
"169","LEC","Eps15",1.30887975467967,0.00060944311253438,1,0.5,0.176
"170","LEC","Ltbp4",1.77482767607326,0.000637698084071398,1,0.5,0.324
"171","LEC","Cpne2",1.23025942612659,0.000786066230382423,1,0.75,0.154
"172","LEC","Pecam1",1.37565719289639,0.000825881249615606,1,0.75,0.042
"173","LEC","Dpysl2",1.34889271424655,0.000937048789408692,1,0.5,0.233
"174","LEC","Arl4a",1.70413699910737,0.00103529994353312,1,0.75,0.55
"175","LEC","Ppp2r5a",1.24355947171737,0.00117935091981079,1,0.75,0.323
"176","LEC","Crip2",1.43550251191153,0.00124285122230294,1,0.75,0.373
"177","LEC","Tulp4",1.15533960793564,0.0012429243897589,1,0.75,0.445
"178","LEC","Lama4",1.32835874554837,0.00124841374333772,1,0.75,0.157
"179","LEC","Calcrl",1.36900557151156,0.00125873160359685,1,0.75,0.114
"180","LEC","Cdc42ep5",1.18707209545756,0.00158649408442868,1,0.75,0.181
"181","LEC","Tbc1d9b",1.25293357801129,0.00178953902935401,1,0.5,0.098
"182","LEC","Clptm1",1.10094716068695,0.00185375312506056,1,0.75,0.257
"183","LEC","Slc9a3r2",1.22954445675999,0.00189772293291086,1,0.75,0.11
"184","LEC","Fxyd6",1.3917795164094,0.00234499967630824,1,1,0.346
"185","LEC","Fcho2",1.1280952850036,0.00290575532660223,1,0.75,0.267
"186","LEC","Gmfg",1.10482083861906,0.00308768022170754,1,0.75,0.07
"187","LEC","Arfgap2",1.4283256049376,0.00341984335023171,1,0.5,0.283
"188","LEC","Plcb4",1.18746343556952,0.00352545181114862,1,0.75,0.149
"189","LEC","Ipo11",1.12126527036483,0.00355850673858538,1,0.5,0.061
"190","LEC","Tmem55b",1.20733212977427,0.00425028902787441,1,0.5,0.237
"191","LEC","Ecm2",1.28073278521909,0.00451060873276336,1,0.75,0.097
"192","LEC","Elmsan1",1.34872757765792,0.00529578848767225,1,0.5,0.108
"193","LEC","Ppp1r14a",1.25923377556039,0.00534014858999208,1,0.5,0.053
"194","LEC","Glud1",1.19607052209725,0.00555908682853599,1,0.75,0.565
"195","LEC","Maf",1.20568836440102,0.00597376143385795,1,0.5,0.163
"196","LEC","Ggta1",1.17537634434832,0.00615840505959325,1,0.75,0.155
"197","LEC","Stt3b",1.13249274270011,0.00644174876448955,1,0.75,0.29
"198","LEC","Tgfb1i1",1.12588832409675,0.00668282574465512,1,0.75,0.192
"199","LEC","Fndc1",1.59485491144939,0.00806569436633913,1,0.75,0.224
"200","LEC","Mospd2",1.22808009575503,0.00810680199953709,1,0.5,0.107
"201","EC_2","Tmem252",2.16176991118263,1.59226959672276e-119,3.40888997962376e-115,0.871,0.011
"202","EC_2","Ptprb",2.09267469630827,6.35011215271176e-108,1.35949551077406e-103,0.957,0.032
"203","EC_2","Cdh5",2.4942963870261,2.00211478768692e-105,4.28632754895893e-101,1,0.036
"204","EC_2","Grrp1",2.07827505401229,1.45966353954262e-104,3.12499367180679e-100,0.914,0.021
"205","EC_2","Cyyr1",1.89325701857756,3.07837150849321e-102,6.59048556253311e-98,0.929,0.025
"206","EC_2","Slco1a4",1.62927913459599,1.45304690691326e-101,3.11082812301061e-97,0.8,0.016
"207","EC_2","Flt1",2.36845262159091,3.06712294285491e-100,6.56640350835808e-96,0.986,0.096
"208","EC_2","Ctla2a",2.99557764341991,1.32914564632314e-96,2.84556791421322e-92,0.986,0.049
"209","EC_2","Pecam1",2.26207789011272,3.29594634354736e-95,7.05629152690054e-91,0.943,0.039
"210","EC_2","Lrg1",2.18166204142217,6.09502263384261e-95,1.30488339567936e-90,0.829,0.016
"211","EC_2","Adgrl4",1.75220676627967,1.85407734725585e-94,3.96939419274006e-90,0.929,0.026
"212","EC_2","Adgrf5",1.7836829075354,1.40425435352165e-93,3.00636814545451e-89,0.929,0.037
"213","EC_2","Cldn5",2.57668734877577,1.76016400597483e-91,3.76833512039151e-87,0.971,0.041
"214","EC_2","Ecscr",1.90893957911166,1.36061510687976e-87,2.91294088231887e-83,0.929,0.055
"215","EC_2","Podxl",1.57890060503236,7.45499761348961e-86,1.59604043907199e-81,0.871,0.026
"216","EC_2","Pim3",1.89144733962948,2.11316431482711e-85,4.52407348161336e-81,0.929,0.415
"217","EC_2","Egfl7",2.14154732453556,9.62709022134079e-85,2.06106374548685e-80,0.971,0.06
"218","EC_2","Lrrc8c",1.47163002253759,8.20760536193757e-84,1.75716623193721e-79,0.886,0.192
"219","EC_2","Rasip1",1.42580267887598,1.05363082012524e-83,2.25571822280614e-79,0.886,0.029
"220","EC_2","Pmaip1",1.74663152746281,2.85556715502275e-83,6.1134837221882e-79,0.757,0.048
"221","EC_2","Slfn5",1.89982469002719,4.52339791039988e-83,9.6841425863751e-79,0.957,0.162
"222","EC_2","Eng",1.62618837863225,4.88538678806626e-80,1.04591245745711e-75,0.943,0.314
"223","EC_2","Rnd1",1.90678561416473,5.28232536450101e-79,1.13089303728602e-74,0.8,0.061
"224","EC_2","Clec2d",1.70412614498148,7.0845710943203e-77,1.51673582558303e-72,0.971,0.447
"225","EC_2","Vwf",1.32560251977425,2.02180044207585e-76,4.32847256644019e-72,0.714,0.024
"226","EC_2","Sema7a",1.40976460752883,3.22246936961412e-76,6.89898467340687e-72,0.857,0.052
"227","EC_2","Mmrn2",1.48812344051316,2.20145267718357e-75,4.71309003658231e-71,0.8,0.024
"228","EC_2","Cd93",1.75345878159271,2.68256904942651e-75,5.74311207791722e-71,0.843,0.047
"229","EC_2","Gbp4",1.71186120307133,2.53537995265098e-73,5.42799494063048e-69,0.843,0.05
"230","EC_2","Esam",1.66108339989524,1.31580005184121e-72,2.81699633098685e-68,0.914,0.06
"231","EC_2","Msn",1.32487161455647,3.81726171226303e-72,8.17237559978392e-68,0.986,0.534
"232","EC_2","S1pr1",1.80063847371193,1.30773495389123e-71,2.79972976278573e-67,0.9,0.094
"233","EC_2","Ets1",1.44640835728892,5.50417174263244e-71,1.17838812838018e-66,0.943,0.445
"234","EC_2","Prss23",1.74925789899483,2.35676826365238e-69,5.04560517565337e-65,1,0.437
"235","EC_2","Abcg2",1.33763812464964,6.12271549945779e-68,1.31081216127892e-63,0.829,0.124
"236","EC_2","Acer2",1.24400794472678,7.68238170397732e-68,1.6447210990045e-63,0.743,0.036
"237","EC_2","Gbp5",1.48512027638517,1.50470123568082e-66,3.22141487546907e-62,0.814,0.066
"238","EC_2","Plvap",1.86926137708813,4.5501561941148e-66,9.74142939598038e-62,0.886,0.062
"239","EC_2","Arhgap31",1.55486505787302,1.63541119237159e-65,3.50125182174835e-61,0.914,0.245
"240","EC_2","Tie1",1.12999414753213,3.99124810523145e-65,8.54486306849e-61,0.786,0.034
"241","EC_2","Fam167b",1.48137536294194,1.77031819623153e-64,3.79007422631209e-60,0.7,0.024
"242","EC_2","Emcn",1.83778580643689,2.35982189284734e-64,5.05214269039687e-60,0.986,0.196
"243","EC_2","Abcb1a",1.26440585983746,1.39593956597301e-63,2.98856701679162e-59,0.743,0.041
"244","EC_2","Kdr",1.30460739780003,2.60264939491159e-62,5.57201208956622e-58,0.771,0.036
"245","EC_2","Rhob",1.75362152392515,5.89030549944871e-62,1.26105550437697e-57,0.957,0.4
"246","EC_2","Mast4",1.41034626827825,2.1368975933317e-61,4.57488405756384e-57,0.943,0.317
"247","EC_2","Tcf4",1.41261576383185,7.7210298733855e-61,1.6529952855931e-56,0.957,0.48
"248","EC_2","Entpd1",1.25316113850548,8.56766637432606e-61,1.83425169407947e-56,0.843,0.08
"249","EC_2","Rnf125",1.23997641159945,6.58201467734635e-60,1.40914352227308e-55,0.8,0.056
"250","EC_2","Uaca",1.40287900026277,8.79031468274355e-60,1.88191847042857e-55,0.929,0.279
"251","EC_2","Ifi203",1.61774595756502,3.27309629931708e-59,7.00737186720793e-55,0.943,0.197
"252","EC_2","Acvrl1",1.43965791585978,8.02308038774773e-59,1.71766128021291e-54,0.829,0.13
"253","EC_2","Sele",1.56108222250148,4.26583819586159e-58,9.13273299352008e-54,0.586,0.013
"254","EC_2","Adgrg1",1.17738019895235,1.47184797582054e-56,3.15107933143419e-52,0.757,0.051
"255","EC_2","Srgn",1.71583272366805,2.81708506681508e-56,6.0310974195444e-52,1,0.186
"256","EC_2","Tpm3",1.08203486932061,5.36645815473785e-54,1.14890502634783e-49,1,0.804
"257","EC_2","Mkl2",1.13989779393869,9.46410125144186e-54,2.02616943692119e-49,0.743,0.108
"258","EC_2","Tspan13",1.3355065759191,1.08294970480042e-53,2.31848702300722e-49,0.786,0.09
"259","EC_2","Upp1",1.45963790717139,1.08363357284768e-53,2.3199511161096e-49,0.9,0.11
"260","EC_2","Trim30a",1.10318803652983,1.11345082652272e-53,2.3837868745025e-49,0.743,0.059
"261","EC_2","Rapgef5",1.22523769210252,2.15214620403978e-53,4.60752980822877e-49,0.7,0.065
"262","EC_2","Clic1",1.24700826943973,3.26000820947751e-53,6.97935157567041e-49,1,0.822
"263","EC_2","Ralb",1.22611873119105,1.045694307446e-52,2.23872694281114e-48,0.829,0.254
"264","EC_2","Swap70",1.24426365395912,2.45622945303701e-51,5.25854163600694e-47,0.843,0.216
"265","EC_2","Nrip1",1.32483367304185,1.33480880206438e-48,2.85769216433963e-44,0.871,0.404
"266","EC_2","Tnfsf10",1.22095286066776,2.87503825899762e-48,6.155169408688e-44,0.629,0.032
"267","EC_2","Orai1",1.20639305379345,5.65419862938408e-48,1.21050738456484e-43,0.8,0.17
"268","EC_2","Rai14",1.19714752763048,4.46296132096594e-47,9.55475389205598e-43,0.8,0.253
"269","EC_2","Sash1",1.23230571469346,2.53142399427164e-46,5.41952562933616e-42,0.9,0.296
"270","EC_2","Cd200",1.42174344726771,2.7997162229167e-46,5.99391246164236e-42,0.957,0.339
"271","EC_2","Edn1",1.80036018322668,2.8926773475421e-46,6.19293293335287e-42,0.643,0.047
"272","EC_2","Mndal",1.38285033144363,1.57369875230532e-45,3.36913165881046e-41,0.829,0.177
"273","EC_2","Igfbp3",1.95452268315597,1.57907338315075e-44,3.38063820598745e-40,0.843,0.125
"274","EC_2","Sox18",1.10469248358672,2.68314877213003e-44,5.74435320625318e-40,0.543,0.02
"275","EC_2","Bmpr2",1.16078827946125,2.71786937275012e-44,5.81868654012073e-40,0.829,0.365
"276","EC_2","Cd34",1.23852198766912,3.75638516079069e-44,8.04204499073678e-40,0.829,0.115
"277","EC_2","Ly6c1",1.33766555239509,5.22220818407306e-44,1.1180225501282e-39,0.686,0.054
"278","EC_2","Ramp2",1.32903876616996,2.69590807423766e-43,5.77166959613541e-39,0.829,0.157
"279","EC_2","Tgm2",1.28117718930312,7.31751967899575e-42,1.5666077880762e-37,0.914,0.302
"280","EC_2","Notch1",1.1993899080914,6.96366687322912e-41,1.49085144088962e-36,0.8,0.24
"281","EC_2","Dusp6",1.16068841236299,1.84064573136712e-40,3.94063844628387e-36,0.743,0.196
"282","EC_2","Gbp2",1.52681833072025,1.1705365108734e-39,2.50600161612887e-35,0.971,0.45
"283","EC_2","Lpar6",1.14739171261335,8.16610782386952e-37,1.74828202401223e-32,0.7,0.1
"284","EC_2","Ddit4",1.24978968241699,1.22777748534113e-36,2.62854881836683e-32,0.9,0.317
"285","EC_2","Plpp3",1.27755915608373,6.7068445254003e-36,1.43586834444295e-31,0.971,0.506
"286","EC_2","Cdc42ep3",1.19740894181053,1.98008041441069e-35,4.23915415921184e-31,0.814,0.241
"287","EC_2","Nfkbia",1.27102994266242,1.01264982882683e-34,2.16798201853536e-30,0.971,0.793
