"","gene","SC"
"268","Frmd4a",0.434317037106795
"269","Prpf18",0.376198585250788
"270","Atp5c1",1.95571810227454
"271","Kin",0.34513911935543
"272","Pfkfb3",3.55974404648763
"273","Rbm17",0.809884450859841
"274","Mindy3",0.476309127327715
"275","Rsu1",1.10971444982746
"276","Vim",30.0621832670469
"277","Arl5b",0.305516000755375
"278","Dnajc1",0.5799945758383
"279","Commd3",0.396527080081782
"280","Abi1",0.735004962178244
"281","Yme1l1",0.383063368841941
"282","Mrpl41",0.36301620117935
"283","Tubb4b",2.1635113554277
"284","Npdc1",1.44716350396032
"285","Ptgds",1.04072381449245
"286","Edf1",2.97135566762666
"287","Rabl6",0.334114201557556
"288","Notch1",2.47139778079711
"289","Egfl7",7.05813047318034
"290","Rpl7a",12.1690325354054
"291","Surf2",0.618548691342056
"292","Surf4",0.622691066007111
"293","Ralgds",2.48686963838742
"294","Rapgef1",0.35478726997174
"295","Urm1",0.615891383680143
"296","Gle1",0.335166412297128
"297","Sptan1",0.802344037917001
"298","Set",3.29712175003403
"299","Lrrc8a",1.07404751798921
"300","Sh3glb2",0.411953516868267
"301","Ptpa",0.35785312553135
"302","Ier5l",0.9322207525331
"303","Ntmt1",0.562059490907698
"304","Asb6",0.36838859468615
"305","BC005624",0.989908977704006
"306","Gpr107",0.317783942627887
"307","Ass1",0.529594802352643
"308","Prrc2b",0.446670264502097
"309","Swi5",1.4849797200366
"310","1110008P14Rik",0.436619944415835
"311","Lcn2",1.16535900477353
"312","Fam102a",0.596169626928705
"313","Dpm2",0.375983996877303
"314","St6galnac4",1.45183794614297
"315","Eng",4.59481533748533
"316","Cdk9",0.827442095063751
"317","Sh2d3c",0.491643965133979
"318","Stxbp1",0.421523935380125
"319","Fam129b",2.54076773893911
"320","Rpl12",11.9654611974211
"321","Gapvd1",0.519511237449987
"322","Hspa5",14.1516626458275
"323","Fbxw2",1.27389202332285
"324","Traf1",0.312115518124795
"325","Rab14",2.14879528420791
"326","Ggta1",1.19283780323453
"327","Dab2ip",0.514530973269242
"328","Ndufa8",1.55110122660575
"329","Rbm18",0.545791700209613
"330","Mrrf",0.70785365144076
"331","Ptgs1",0.609910410039883
"332","Rc3h2",0.377049308120516
"333","Rabgap1",0.385237181840182
"334","Nek6",0.468291085979736
"335","Psmb7",1.05542159109229
"336","Olfml2a",0.668236537819124
"337","Rpl35",11.3474387874172
"338","Arpc5l",0.767724722330955
"339","Ppp6c",0.808517485189922
"340","Orc4",0.345594668581511
"341","Epc2",0.788394338895478
"342","Nmi",0.692689063675236
"343","Arl5a",0.322842658627084
"344","Stam2",0.345143847833997
"345","Fmnl2",0.631265284178392
"346","Prpf40a",1.24674935600026
"347","Arl6ip6",0.306123887133661
"348","Acvr1",0.954930261115306
"349","Pkp4",0.659373332944347
"350","Tanc1",0.890936401170516
"351","Baz2b",0.800774444918037
"352","March7",1.34797086295399
"353","Cd302",0.440198167861632
"354","Rbms1",4.60811198477005
"355","Psmd14",0.806248178373419
"356","Ifih1",0.750777712541073
"357","Ppig",1.46673352520105
"358","Ssb",3.53464375055297
"359","Ubr3",0.460296838684001
"360","Gorasp2",0.789402147794196
"361","Tlk1",0.494154286673005
"362","Dync1i2",0.712590988937843
"363","Hat1",0.560857265470496
"364","Itga6",2.16475164075192
"365","Rapgef4",0.408127091858862
"366","Sp3",0.408890121395179
"367","Ola1",0.389115100312869
"368","Cir1",0.449571369243066
"369","Atf2",0.535678107062804
"370","Atp5g3",2.67084238475128
"371","Mtx2",0.454604830367759
"372","Hnrnpa3",3.61076365669222
"373","Nfe2l2",4.27791891741706
"374","Fkbp7",0.437918827264543
"375","Plekha3",0.880412405196297
"376","Cwc22",0.809810159966965
"377","Ube2e3",1.18800134617294
"378","Ssfa2",0.456692039925456
"379","Dnajc10",0.664397357996483
"380","Nckap1",1.55791688411689
"381","Zc3h15",2.23418269146091
"382","Itgav",1.11044580808297
"383","Calcrl",2.45247505181054
"384","Tfpi",0.415581310349294
"385","Ctnnd1",0.396265056257628
"386","Selenoh",0.356107748352166
"387","Med19",0.306718759322526
"388","Zdhhc5",0.576866395895118
"389","Timm10",1.57466991625962
"390","Slc43a3",0.740723493873101
"391","Ssrp1",0.879863401678051
"392","Fnbp4",0.584612698003757
"393","Mtch2",0.949307160805032
"394","Ndufs3",0.581207450471331
"395","Celf1",0.76085015581642
"396","Psmc3",0.938566317018472
"397","Arfgap2",0.567400799808993
"398","Creb3l1",0.310336171947849
"399","Chst1",0.54991186354258
"400","Trp53i11",4.03160192518204
"401","Tspan18",2.54756066135755
"402","Ext2",0.456989608992511
"403","Gm13889",0.462079398408299
"404","Hsd17b12",0.616538252976589
"405","Api5",0.698216954532682
"406","Prr5l",0.420499837471063
"407","Caprin1",1.46913683096288
"408","Lmo2",1.10599748910745
"409","Hipk3",0.690353351548059
"410","Eif3m",1.76237176058883
"411","Rcn1",0.684949639243367
"412","Dnajc24",0.337360295501139
"413","Arl14ep",0.428214216899997
"414","Lin7c",0.577881115039173
"415","Nop10",1.62176123067345
"416","Emc4",0.753857349184227
"417","Emc7",1.83040109150801
"418","Aqr",0.304137542262795
"419","Spred1",1.40769128765784
"420","Fam98b",0.324024085469779
"421","Thbs1",2.10828404273497
"422","Srp14",2.33640071588351
"423","Rmdn3",0.404628431541939
"424","Gchfr",0.465984283243527
"425","Chac1",2.17032622961335
"426","Ino80",0.87800999399913
"427","1700020I14Rik",0.990164997126496
"428","Rtf1",0.902915433778784
"429","Mga",0.538889265646548
"430","Ehd4",3.56705908099164
"431","Zfp106",0.553187610762583
"432","Snap23",0.694080575592424
"433","Pdia3",3.19945817755197
"434","Serf2",6.38993854159323
"435","Hypk",0.609051693070525
"436","Mfap1a",0.306998438483792
"437","Ctdspl2",0.358863085488105
"438","Eif3j1",1.07919115900473
"439","B2m",11.3178301164681
"440","AA467197",3.82159251060487
"441","Slc30a4",0.584012630810612
"442","Bloc1s6",0.349404538749554
"443","Sema6d",0.583529423078856
"444","Slc24a5",0.333565983151278
"445","Myef2",0.44739177913161
"446","Eid1",0.656851156339061
"447","Secisbp2l",0.756317350657907
"448","Cops2",1.02476007268221
"449","Gabpb1",0.63937171503199
"450","Trpm7",0.635212368735983
"451","Sppl2a",0.926399343414875
"452","Snrnp200",0.343338528415644
"453","Dusp2",0.916143751395135
"454","Mall",1.69518248532386
"455","Bcl2l11",1.21259355881395
"456","Slc20a1",1.71027074318736
"457","Sirpa",0.306443433502357
"458","Snrpb",4.96384315892547
"459","Nop56",1.14288690161674
"460","Idh3b",0.509587532794823
"461","Ptpra",0.524780252276913
"462","Ddrgk1",1.4787104305256
"463","Cenpb",1.00084828697141
"464","Pank2",0.362425226768479
"465","Smox",0.320405580412786
"466","Prnp",0.518206691101384
"467","Cds2",0.321949326189322
"468","Gpcpd1",0.483552578005419
"469","Crls1",0.345599663376932
"470","Tmx4",0.5915393881834
"471","Plcb1",0.341894079010597
"472","Plcb4",0.577641443283952
"473","Jag1",1.32071591414705
"474","Esf1",1.81762553024487
"475","Snrpb2",0.628764630461536
"476","Dstn",4.09636390144108
"477","Rrbp1",2.32805291466303
"478","Snx5",0.567776971626235
"479","Sec23b",0.434125692561452
"480","Dtd1",0.39936442642004
"481","Rin2",0.325919450292759
"482","Naa20",2.04167314324717
"483","Crnkl1",0.331230210945992
"484","Xrn2",1.45381660440904
"485","Thbd",2.84707168570768
"486","Cd93",2.81620789249675
"487","Nxt1",0.596617097767615
"488","Cst3",9.88185144123076
"489","Nsfl1c",1.21450190972831
"490","Fkbp1a",11.5823779963995
"491","Srxn1",0.639291376150303
"492","Csnk2a1",0.357119093335665
"493","Tbc1d20",0.486356312470955
"494","Rbck1",0.459599430126499
"495","Trib3",1.27580496758343
"496","H13",4.00781746417228
"497","Id1",4.23653628857775
"498","Bcl2l1",0.629283214244193
"499","Asxl1",0.413199185686804
"500","Commd7",0.671400056540835
"501","Mapre1",2.4678002955419
"502","Chmp4b",6.76655107149336
"503","Raly",3.5557583306891
"504","Eif2s2",8.67945747721028
"505","Itch",0.418589325204365
"506","Dynlrb1",0.685589963200948
"507","Map1lc3a",1.24225310117711
"508","Trpc4ap",0.391010162904588
"509","Procr",1.77587105592608
"510","Eif6",4.73920013353317
"511","Ergic3",1.09640173969973
"512","Romo1",0.770524401016882
"513","Rbm39",8.54876606753841
"514","Phf20",0.301637235093699
"515","Scand1",1.39402343913841
"516","2900097C17Rik",0.873206189887594
"517","Aar2",0.385506481652002
"518","Dlgap4",0.759887334507477
"519","1110008F13Rik",1.01985997015259
"520","Samhd1",0.786935314283382
"521","Rpn2",0.945132987182898
"522","Manbal",0.71416583980439
"523","Blcap",0.345776613938917
"524","Tgm2",4.66122792146036
"525","Lbp",4.4095760976255
"526","Ppp1r16b",0.797283991471206
"527","Mafb",1.4314900359403
"528","Top1",3.63563424798889
"529","Chd6",0.301986237582793
"530","Srsf6",1.84121775229154
"531","Oser1",1.3777537447688
"532","Ttpal",0.331534218551461
"533","Serinc3",6.6260771367066
"534","Pkig",3.76187406533632
"535","Ywhab",3.4931429757882
"536","Tomm34",0.308862221017751
"537","Sdc4",0.647547296363224
"538","Sys1",1.48946672883322
"539","Pigt",0.415458685313205
"540","Dnttip1",0.468420076133769
"541","Ctsa",0.361480657564319
"542","Pltp",0.795875240517595
"543","Pcif1",0.560003713174765
"544","Cd40",0.802663931753118
"545","Ncoa3",0.454890093191798
"546","Stau1",0.453982728467918
"547","Ddx27",0.747078886459448
"548","Znfx1",0.792118367634814
"549","Ptgis",0.506044543921929
"550","B4galt5",0.960569479559889
"551","Rnf114",0.485909301120587
"552","Snai1",0.870309737950067
"553","Cebpb",10.284877308593
"554","Ptpn1",6.82956981425401
"555","Dpm1",0.433618981377426
"556","Tshz2",1.90483944456089
"557","Pfdn4",0.348446406036534
"558","Rtf2",0.550802290371819
"559","Rae1",0.511229857209315
"560","Zbp1",0.784338636605352
"561","Pmepa1",5.76989100566456
"562","Rab22a",0.658587792937807
"563","Vapb",0.669110441812223
"564","Stx16",0.365378926915243
"565","Gnas",11.6571998847135
"566","Ctsz",1.04104192498064
"567","Atp5e",4.34370098399834
"568","Prelid3b",0.637084105889366
"569","Psma7",4.36171322991618
"570","Adrm1",1.85045573362831
"571","Rps21",17.1112798744459
"572","Ogfr",1.79819071519004
"573","Dido1",0.42655999552624
"574","Gid8",0.357415582719219
"575","Ythdf1",0.863786052969939
"576","Ppdpf",0.307538465927857
"577","Helz2",0.797461401310602
"578","Arfrp1",0.65742348784047
"579","Tpd52l2",2.11531858151618
"580","Dnajc5",0.932233102403974
"581","Sox18",3.00395139296478
"582","Rgs19",0.306163119098454
"583","Otud5",0.322097265257262
"584","Pqbp1",0.405160661718443
"585","Rbm3",9.82189772823666
"586","Ebp",0.519433645562537
"587","Dynlt3",0.627893232415769
"588","Bcor",0.490193782163908
"589","Atp6ap2",1.79183698285924
"590","Usp9x",0.895731112873859
"591","Ddx3x",2.67998464740298
"592","Maoa",0.373919455128597
"593","Ndufb11",2.31428209564339
"594","Uba1",0.961470031632777
"595","Cdk16",0.308469783165681
"596","Timp1",1.94965064191566
"597","Il13ra1",0.930759857901665
"598","Pgrmc1",0.802933402692746
"599","Slc25a5",4.29749744292947
"600","C330007P06Rik",0.302789482419536
"601","Ube2a",1.36458093693781
"602","Rpl39",20.812120060653
"603","Ndufa1",1.5285685724441
"604","Lamp2",3.13900387238109
"605","Mcts1",0.33243751283972
"606","C1galt1c1",0.339243045579774
"607","Thoc2",0.692332959945087
"608","Xiap",2.06039331055231
"609","Stag2",0.483430952198171
"610","Utp14a",0.407488492034914
"611","Rap2c",0.307017150639147
"612","Hprt",1.25402003813639
"613","Rtl8a",0.392514082326395
"614","Rtl8b",0.311370063627947
"615","Htatsf1",0.339510718491903
"616","Atp11c",0.3191662898868
"617","Fmr1",0.987960661965722
"618","Vma21",0.75715005807844
"619","Cetn2",0.39833283105232
"620","Bgn",1.44939081602014
"621","Bcap31",1.122581735686
"622","Idh3g",0.358105500168459
"623","Ssr4",2.60164960923718
"624","Renbp",0.333755502425213
"625","Irak1",0.335379216523051
"626","Emd",0.565059262230304
"627","Rpl10",12.8534046904537
"628","Atp6ap1",0.823983704294053
"629","Dkc1",0.398507712982489
"630","Mpp1",0.351851101577626
"631","F8",0.853333785381943
"632","Fundc2",0.950418206843337
"633","Vbp1",0.605413607704212
"634","Pls3",1.03997501027117
"635","Tbl1x",0.334691191501245
"636","Prkx",0.463046693602515
"637","Zfx",0.643993772811386
"638","Eif2s3x",0.431647717959655
"639","Maged1",1.4710495564264
"640","Las1l",0.364295979369011
"641","Msn",6.35688320040593
"642","Igbp1",0.525073081435435
"643","Nono",0.814410175269476
"644","Taf1",0.45620244528046
"645","Ogt",0.811666797145279
"646","Pin4",0.520287497807544
"647","Rps4x",32.5974011872806
"648","Xist",1.13456911064977
"649","Rlim",0.892300440020159
"650","Pbdc1",0.611472675146068
"651","Atrx",1.14412212700139
"652","Cox7b",2.19214868249925
"653","Pgk1",1.86036502565495
"654","Itm2a",0.504315863953255
"655","Hmgn5",0.460897691930524
"656","Sh3bgrl",0.902946073709183
"657","Chm",0.339335779376625
"658","Diaph2",0.764316479731476
"659","Timm8a1",0.853399877576957
"660","Rpl36a",9.13668866978481
"661","Hnrnph2",1.02355823438463
"662","Tceal8",0.814641492696461
"663","Tceal9",2.35557126326204
"664","Bex3",0.810986215932472
"665","Morf4l2",1.64763586293889
"666","Tsc22d3",0.342356749133916
"667","Acsl4",0.32371411583743
"668","Tsr2",0.342806321723425
"669","Huwe1",1.36523856651371
"670","Hsd17b10",0.353509277307343
"671","Smc1a",1.45450926595455
"672","Kdm5c",0.311820950572142
"673","Mageh1",0.407214381572261
"674","Nbdy",1.17073087762462
"675","Sat1",6.86539114145219
"676","Acot9",0.806077097022053
"677","Prdx4",0.571561290450921
"678","Rps6ka3",2.38156069059373
"679","Eif1ax",0.906704326901858
"680","Rbbp7",0.97420966087427
"681","Syap1",0.525388612044275
"682","Zrsr2",1.17220597057465
"683","Pir",0.492512132829937
"684","Mospd2",0.315032007280947
"685","Rab9",1.03067783423955
"686","Tmsb4x",63.9750028113984
"687","Arhgap6",0.388559370145866
"688","Hccs",0.331543617258464
"689","Mid1",0.371897734851259
"690","Gm8797",1.23323385732681
"691","Mrps28",0.555785446241836
"692","Tpd52",0.308520158900758
"693","Fabp4",1.60228203454493
"694","1810022K09Rik",1.21427919666259
"695","Ythdf3",0.34664349832568
"696","Armc1",0.531215717168397
"697","Cp",2.91373376622483
"698","Tnfsf10",1.05605774261668
"699","Fndc3b",1.01369046241015
"700","Rpl22l1",8.49566592767201
"701","Sec62",2.74595878308406
"702","Skil",2.95576223669912
"703","Zfp639",0.427032874863423
"704","Gnb4",0.642570204663109
"705","Actl6a",0.885711718457841
"706","Ndufb5",2.00516999194285
"707","Ttc14",1.15085297428112
"708","Fxr1",1.09712917389069
"709","Dnajc19",0.891177819071769
"710","Atp11b",0.303868825140487
"711","Dcun1d1",0.469340075284925
"712","Anxa5",3.46920536649035
"713","4932438A13Rik",0.574864485694139
"714","Hspa4l",0.327467144343725
"715","Larp1b",0.562492018901843
"716","Slc7a11",0.612068761463388
"717","Noct",1.17921325742252
"718","Elf2",1.36016210589083
"719","Ndufc1",0.689833197715306
"720","Naa15",0.761711174329627
"721","Foxo1",1.09822767943304
"722","Ufm1",1.2372123459485
"723","Postn",2.11636913210789
"724","Exosc8",0.403522578423917
"725","Rfxap",0.429579797750228
"726","Tm4sf1",116.4763722579
"727","Wwtr1",5.90269346333458
"728","Commd2",0.539895145173422
"729","Rnf13",0.615249502516189
"730","Tsc22d2",0.756888637255243
"731","Serp1",0.716017303665823
"732","Eif2a",0.624340217787042
"733","Selenot",0.978316611858815
"734","Siah2",0.846316402704573
"735","Mbnl1",2.68201837438537
"736","Rap2b",0.393996623387524
"737","Dhx36",1.00695227718997
"738","Gmps",0.501331568720264
"739","Ssr3",1.44456053737953
"740","Tiparp",6.37463572523234
"741","Ccnl1",2.17592790317398
"742","Lxn",0.511427965959351
"743","Kpna4",0.612224271379826
"744","Nmd3",0.903254550815455
"745","Pdcd10",2.44027622850638
"746","Golim4",0.577156777466233
"747","Ppid",0.963039198937312
"748","Gria2",0.310751288349728
"749","Tlr2",1.07767180363116
"750","Rps3a1",37.8561918915519
"751","Etv3",0.431506100882597
"752","Pear1",0.305260051789283
"753","Hdgf",1.49183143458101
"754","Mrpl24",0.837189558724519
"755","Isg20l2",0.409105314915442
"756","Gpatch4",0.303011534612144
"757","Naxe",0.304193200210945
"758","Mef2d",0.486241186633471
"759","Cct3",2.06135650202873
"760","Glmp",0.414772313324352
"761","Lmna",27.1892414074836
"762","Lamtor2",0.510882094356433
"763","Ssr2",1.93557620661035
"764","Arhgef2",0.326476517564856
"765","2810403A07Rik",0.662711683005988
"766","Rit1",0.533323706383881
"767","Dap3",0.351203278546742
"768","Ash1l",0.994440399189951
"769","Scamp3",0.36827984636857
"770","Krtcap2",1.19406868798514
"771","Dpm3",0.544011426225321
"772","Slc50a1",0.541628785989033
"773","Efna1",1.43586996419093
"774","Adam15",1.02905666232813
"775","Shc1",0.509380028057947
"776","Adar",0.435317431307803
"777","Ube2q1",0.468323140453287
"778","She",0.51673673117933
"779","Hax1",0.867754105568567
"780","Ubap2l",0.921741132123877
"781","4933434E20Rik",0.368441803654249
"782","Tpm3",9.63535454860442
"783","Rps27",18.8284010479001
"784","Rab13",0.486908251778827
"785","Jtb",0.955703910830575
"786","Slc39a1",1.60976651077808
"787","Crtc2",0.473031230602925
"788","Gatad2b",0.662623076101478
"789","Npr1",0.529128518279314
"790","Ilf2",0.846337524745796
"791","Chtop",1.15056029454292
"792","S100a13",1.99018192619428
"793","S100a16",2.56628232360352
"794","S100a6",9.37735300637115
"795","S100a11",10.1317649609849
"796","S100a10",18.5126406342929
"797","Mrpl9",0.507108659145727
"798","Psmb4",2.44801751582074
"799","Psmd4",1.21692362474853
"800","Pip5k1a",0.457031869954266
"801","Vps72",0.395387758133365
"802","Gabpb2",0.302672700424522
"803","Cdc42se1",1.07802520878113
"804","Mindy1",0.429333919286774
"805","Cers2",0.926422529416143
"806","Ensa",0.644913515532783
"807","Mcl1",8.63733220981323
"808","Ecm1",0.420880646604284
"809","Prpf3",0.304781872672364
"810","Mrps21",0.53333895121224
"811","Aph1a",0.305298609037981
"812","Anp32e",0.463834465529703
"813","Plekho1",1.85697567976836
"814","Sf3b4",0.69456691182117
"815","Txnip",2.02439239983155
"816","Rbm8a",1.5800815700904
"817","Rnf115",0.85677020784773
"818","Pde4dip",0.308650040656509
"819","Sec22b",0.620928915669602
"820","Notch2",0.464901489276426
"821","Phgdh",0.669206775027658
"822","Wdr3",0.305868139662228
